Year,City,Type of structure,Type of unit,Rent Price
2023,Huntsville,Apartment structures of three units and over,Two bedroom units,1346.0
2023,Huntsville,Apartment structures of six units and over,One bedroom units,1114.0
2023,Huntsville,Apartment structures of six units and over,Two bedroom units,1397.0
2023,Ingersoll,Row and apartment structures of three units and over,One bedroom units,1137.0
2023,Ingersoll,Row and apartment structures of three units and over,Two bedroom units,1318.0
2023,Ingersoll,Row structures of three units and over,Two bedroom units,1357.0
2023,Ingersoll,Apartment structures of three units and over,One bedroom units,1141.0
2023,Ingersoll,Apartment structures of three units and over,Two bedroom units,1290.0
2023,Ingersoll,Apartment structures of six units and over,One bedroom units,1141.0
2023,Ingersoll,Apartment structures of six units and over,Two bedroom units,1290.0
2023,Kawartha Lakes,Row and apartment structures of three units and over,Bachelor units,834.0
2023,Kawartha Lakes,Row and apartment structures of three units and over,One bedroom units,1354.0
2023,Kawartha Lakes,Row and apartment structures of three units and over,Two bedroom units,1508.0
2023,Kawartha Lakes,Row and apartment structures of three units and over,Three bedroom units,1918.0
2023,Kawartha Lakes,Apartment structures of three units and over,Bachelor units,834.0
2023,Kawartha Lakes,Apartment structures of three units and over,One bedroom units,1354.0
2023,Kawartha Lakes,Apartment structures of three units and over,Two bedroom units,1498.0
2023,Kawartha Lakes,Apartment structures of three units and over,Three bedroom units,1918.0
2023,Kawartha Lakes,Apartment structures of six units and over,Bachelor units,834.0
2023,Kawartha Lakes,Apartment structures of six units and over,One bedroom units,1360.0
2023,Kawartha Lakes,Apartment structures of six units and over,Two bedroom units,1606.0
2023,Kawartha Lakes,Apartment structures of six units and over,Three bedroom units,2097.0
2023,Kenora,Row and apartment structures of three units and over,Bachelor units,535.0
2023,Kenora,Row and apartment structures of three units and over,One bedroom units,916.0
2023,Kenora,Row and apartment structures of three units and over,Two bedroom units,961.0
2023,Kenora,Apartment structures of three units and over,Bachelor units,535.0
2023,Kenora,Apartment structures of three units and over,One bedroom units,916.0
2023,Kenora,Apartment structures of three units and over,Two bedroom units,961.0
2023,Kenora,Apartment structures of six units and over,One bedroom units,953.0
2023,Kincardine,Row and apartment structures of three units and over,Two bedroom units,1303.0
2023,Kincardine,Apartment structures of three units and over,Two bedroom units,1303.0
2023,Kincardine,Apartment structures of six units and over,Two bedroom units,1443.0
2023,Kings Subdivision,Row and apartment structures of three units and over,One bedroom units,736.0
2023,Kings Subdivision,Row and apartment structures of three units and over,Two bedroom units,1045.0
2023,Kings Subdivision,Apartment structures of three units and over,One bedroom units,736.0
2023,Kings Subdivision,Apartment structures of three units and over,Two bedroom units,1036.0
2023,Kings Subdivision,Apartment structures of six units and over,One bedroom units,736.0
2023,Kings Subdivision,Apartment structures of six units and over,Two bedroom units,933.0
2023,Kingston,Row and apartment structures of three units and over,Bachelor units,1035.0
2023,Kingston,Row and apartment structures of three units and over,One bedroom units,1331.0
2023,Kingston,Row and apartment structures of three units and over,Two bedroom units,1606.0
2023,Kingston,Row and apartment structures of three units and over,Three bedroom units,2121.0
2023,Kingston,Row structures of three units and over,Three bedroom units,2051.0
2023,Kingston,Apartment structures of three units and over,Bachelor units,1035.0
2023,Kingston,Apartment structures of three units and over,One bedroom units,1329.0
2023,Kingston,Apartment structures of three units and over,Two bedroom units,1609.0
2023,Kingston,Apartment structures of three units and over,Three bedroom units,2141.0
2023,Kingston,Apartment structures of six units and over,Bachelor units,1057.0
2023,Kingston,Apartment structures of six units and over,One bedroom units,1359.0
2023,Kingston,Apartment structures of six units and over,Two bedroom units,1631.0
2023,Kingston,Apartment structures of six units and over,Three bedroom units,2025.0
2023,Kitchener-Cambridge-Waterloo,Row and apartment structures of three units and over,Bachelor units,1157.0
2023,Kitchener-Cambridge-Waterloo,Row and apartment structures of three units and over,One bedroom units,1342.0
2023,Kitchener-Cambridge-Waterloo,Row and apartment structures of three units and over,Two bedroom units,1637.0
2023,Kitchener-Cambridge-Waterloo,Row and apartment structures of three units and over,Three bedroom units,1935.0
2023,Kitchener-Cambridge-Waterloo,Row structures of three units and over,One bedroom units,1217.0
2023,Kitchener-Cambridge-Waterloo,Row structures of three units and over,Two bedroom units,1294.0
2023,Kitchener-Cambridge-Waterloo,Row structures of three units and over,Three bedroom units,1565.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of three units and over,Bachelor units,1164.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of three units and over,One bedroom units,1346.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of three units and over,Two bedroom units,1658.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of three units and over,Three bedroom units,2142.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of six units and over,Bachelor units,1187.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of six units and over,One bedroom units,1354.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of six units and over,Two bedroom units,1672.0
2023,Kitchener-Cambridge-Waterloo,Apartment structures of six units and over,Three bedroom units,2191.0
2023,Lambton Shores,Row and apartment structures of three units and over,Two bedroom units,1505.0
2023,Lambton Shores,Apartment structures of three units and over,Two bedroom units,1505.0
2023,Lambton Shores,Apartment structures of six units and over,Two bedroom units,1505.0
2023,London,Row and apartment structures of three units and over,Bachelor units,959.0
2023,London,Row and apartment structures of three units and over,One bedroom units,1186.0
2023,London,Row and apartment structures of three units and over,Two bedroom units,1473.0
2023,London,Row and apartment structures of three units and over,Three bedroom units,1565.0
2023,London,Row structures of three units and over,Two bedroom units,1353.0
2023,London,Row structures of three units and over,Three bedroom units,1495.0
2023,London,Apartment structures of three units and over,Bachelor units,959.0
2023,London,Apartment structures of three units and over,One bedroom units,1186.0
2023,London,Apartment structures of three units and over,Two bedroom units,1479.0
2023,London,Apartment structures of three units and over,Three bedroom units,1683.0
2023,London,Apartment structures of six units and over,Bachelor units,965.0
2023,London,Apartment structures of six units and over,One bedroom units,1199.0
2023,London,Apartment structures of six units and over,Two bedroom units,1495.0
2023,London,Apartment structures of six units and over,Three bedroom units,1781.0
2023,Meaford,Row and apartment structures of three units and over,One bedroom units,843.0
2023,Meaford,Row and apartment structures of three units and over,Two bedroom units,1080.0
2023,Meaford,Apartment structures of three units and over,One bedroom units,848.0
2023,Meaford,Apartment structures of three units and over,Two bedroom units,1105.0
2023,Meaford,Apartment structures of six units and over,One bedroom units,837.0
2023,Meaford,Apartment structures of six units and over,Two bedroom units,1126.0
2023,Midland,Row and apartment structures of three units and over,One bedroom units,1135.0
2023,Midland,Row and apartment structures of three units and over,Two bedroom units,1403.0
2023,Midland,Row and apartment structures of three units and over,Three bedroom units,1261.0
2023,Midland,Apartment structures of three units and over,One bedroom units,1135.0
2023,Midland,Apartment structures of three units and over,Two bedroom units,1406.0
2023,Midland,Apartment structures of six units and over,One bedroom units,1181.0
2023,Norfolk,Row and apartment structures of three units and over,Bachelor units,677.0
2023,Norfolk,Row and apartment structures of three units and over,One bedroom units,1155.0
2023,Norfolk,Row and apartment structures of three units and over,Two bedroom units,1032.0
2023,Norfolk,Apartment structures of three units and over,Bachelor units,677.0
2023,Norfolk,Apartment structures of three units and over,One bedroom units,1155.0
2023,Norfolk,Apartment structures of three units and over,Two bedroom units,1037.0
2023,Norfolk,Apartment structures of six units and over,Bachelor units,677.0
2023,Norfolk,Apartment structures of six units and over,One bedroom units,1155.0
2023,Norfolk,Apartment structures of six units and over,Two bedroom units,1143.0
2023,North Bay,Row and apartment structures of three units and over,Bachelor units,737.0
2023,North Bay,Row and apartment structures of three units and over,One bedroom units,988.0
2023,North Bay,Row and apartment structures of three units and over,Two bedroom units,1254.0
2023,North Bay,Row and apartment structures of three units and over,Three bedroom units,1331.0
2023,North Bay,Apartment structures of three units and over,Bachelor units,737.0
2023,North Bay,Apartment structures of three units and over,One bedroom units,991.0
2023,North Bay,Apartment structures of three units and over,Two bedroom units,1240.0
2023,North Bay,Apartment structures of three units and over,Three bedroom units,1448.0
2023,North Bay,Apartment structures of six units and over,Bachelor units,770.0
2023,North Bay,Apartment structures of six units and over,One bedroom units,1044.0
2023,North Bay,Apartment structures of six units and over,Two bedroom units,1304.0
2023,North Bay,Apartment structures of six units and over,Three bedroom units,1364.0
2023,North Perth,Row and apartment structures of three units and over,Bachelor units,1096.0
2023,North Perth,Row and apartment structures of three units and over,One bedroom units,1190.0
2023,North Perth,Row and apartment structures of three units and over,Two bedroom units,1087.0
2023,North Perth,Row and apartment structures of three units and over,Three bedroom units,1178.0
2023,North Perth,Apartment structures of three units and over,Bachelor units,1096.0
2023,North Perth,Apartment structures of three units and over,One bedroom units,1190.0
2023,North Perth,Apartment structures of three units and over,Two bedroom units,1087.0
2023,North Perth,Apartment structures of three units and over,Three bedroom units,1178.0
2023,North Perth,Apartment structures of six units and over,Bachelor units,1096.0
2023,North Perth,Apartment structures of six units and over,One bedroom units,1190.0
2023,North Perth,Apartment structures of six units and over,Two bedroom units,1221.0
2023,North Perth,Apartment structures of six units and over,Three bedroom units,1178.0
2023,Orillia,Row and apartment structures of three units and over,Bachelor units,966.0
2023,Orillia,Row and apartment structures of three units and over,One bedroom units,1171.0
2023,Orillia,Row and apartment structures of three units and over,Two bedroom units,1368.0
2023,Orillia,Row and apartment structures of three units and over,Three bedroom units,1488.0
2023,Orillia,Apartment structures of three units and over,Bachelor units,966.0
2023,Orillia,Apartment structures of three units and over,One bedroom units,1171.0
2023,Orillia,Apartment structures of three units and over,Two bedroom units,1368.0
2023,Orillia,Apartment structures of three units and over,Three bedroom units,1791.0
2023,Orillia,Apartment structures of six units and over,One bedroom units,1229.0
2023,Orillia,Apartment structures of six units and over,Two bedroom units,1458.0
2023,Oshawa,Row and apartment structures of three units and over,Bachelor units,1041.0
2023,Oshawa,Row and apartment structures of three units and over,One bedroom units,1397.0
2023,Oshawa,Row and apartment structures of three units and over,Two bedroom units,1623.0
2023,Oshawa,Row and apartment structures of three units and over,Three bedroom units,2067.0
2023,Oshawa,Row structures of three units and over,Three bedroom units,2415.0
2023,Oshawa,Apartment structures of three units and over,Bachelor units,1041.0
2023,Oshawa,Apartment structures of three units and over,One bedroom units,1399.0
2023,Oshawa,Apartment structures of three units and over,Two bedroom units,1613.0
2023,Oshawa,Apartment structures of three units and over,Three bedroom units,1835.0
2023,Oshawa,Apartment structures of six units and over,Bachelor units,1086.0
2023,Oshawa,Apartment structures of six units and over,One bedroom units,1409.0
2023,Oshawa,Apartment structures of six units and over,Two bedroom units,1630.0
2023,Oshawa,Apartment structures of six units and over,Three bedroom units,1862.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Bachelor units,1155.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,One bedroom units,1350.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Two bedroom units,1544.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Three bedroom units,1654.0
2023,Ottawa-Gatineau,Row structures of three units and over,One bedroom units,1084.0
2023,Ottawa-Gatineau,Row structures of three units and over,Two bedroom units,1544.0
2023,Ottawa-Gatineau,Row structures of three units and over,Three bedroom units,1734.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Bachelor units,1155.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,One bedroom units,1351.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Two bedroom units,1544.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Three bedroom units,1597.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Bachelor units,1161.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,One bedroom units,1374.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Two bedroom units,1582.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Three bedroom units,1647.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Bachelor units,1173.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,One bedroom units,1409.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Two bedroom units,1693.0
2023,Ottawa-Gatineau,Row and apartment structures of three units and over,Three bedroom units,1893.0
2023,Ottawa-Gatineau,Row structures of three units and over,One bedroom units,1084.0
2023,Ottawa-Gatineau,Row structures of three units and over,Two bedroom units,1598.0
2023,Ottawa-Gatineau,Row structures of three units and over,Three bedroom units,1754.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Bachelor units,1173.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,One bedroom units,1411.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Two bedroom units,1698.0
2023,Ottawa-Gatineau,Apartment structures of three units and over,Three bedroom units,2119.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Bachelor units,1180.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,One bedroom units,1416.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Two bedroom units,1705.0
2023,Ottawa-Gatineau,Apartment structures of six units and over,Three bedroom units,2153.0
2023,Owen Sound,Row and apartment structures of three units and over,Bachelor units,827.0
2023,Owen Sound,Row and apartment structures of three units and over,One bedroom units,1018.0
2023,Owen Sound,Row and apartment structures of three units and over,Two bedroom units,1152.0
2023,Owen Sound,Row and apartment structures of three units and over,Three bedroom units,1214.0
2023,Owen Sound,Apartment structures of three units and over,Bachelor units,826.0
2023,Owen Sound,Apartment structures of three units and over,One bedroom units,1018.0
2023,Owen Sound,Apartment structures of three units and over,Two bedroom units,1145.0
2023,Owen Sound,Apartment structures of three units and over,Three bedroom units,1214.0
2023,Owen Sound,Apartment structures of six units and over,Bachelor units,823.0
2023,Owen Sound,Apartment structures of six units and over,One bedroom units,1072.0
2023,Owen Sound,Apartment structures of six units and over,Two bedroom units,1186.0
2023,Owen Sound,Apartment structures of six units and over,Three bedroom units,1195.0
2023,Pembroke,Row and apartment structures of three units and over,Bachelor units,846.0
2023,Pembroke,Row and apartment structures of three units and over,One bedroom units,928.0
2023,Pembroke,Row and apartment structures of three units and over,Two bedroom units,1036.0
2023,Pembroke,Apartment structures of three units and over,Bachelor units,846.0
2023,Pembroke,Apartment structures of three units and over,One bedroom units,928.0
2023,Pembroke,Apartment structures of three units and over,Two bedroom units,1030.0
2023,Pembroke,Apartment structures of six units and over,One bedroom units,1005.0
2023,Pembroke,Apartment structures of six units and over,Two bedroom units,1061.0
2023,Petawawa,Row and apartment structures of three units and over,One bedroom units,925.0
2023,Petawawa,Row and apartment structures of three units and over,Two bedroom units,1171.0
2023,Petawawa,Row and apartment structures of three units and over,Three bedroom units,1274.0
2023,Petawawa,Apartment structures of three units and over,One bedroom units,925.0
2023,Petawawa,Apartment structures of three units and over,Two bedroom units,1171.0
2023,Petawawa,Apartment structures of three units and over,Three bedroom units,1118.0
2023,Petawawa,Apartment structures of six units and over,One bedroom units,926.0
2023,Petawawa,Apartment structures of six units and over,Two bedroom units,1180.0
2023,Petawawa,Apartment structures of six units and over,Three bedroom units,1118.0
2023,Peterborough,Row and apartment structures of three units and over,Bachelor units,877.0
2023,Peterborough,Row and apartment structures of three units and over,One bedroom units,1163.0
2023,Peterborough,Row and apartment structures of three units and over,Two bedroom units,1405.0
2023,Peterborough,Row and apartment structures of three units and over,Three bedroom units,1517.0
2023,Peterborough,Row structures of three units and over,One bedroom units,973.0
2023,Peterborough,Row structures of three units and over,Two bedroom units,1153.0
2023,Peterborough,Row structures of three units and over,Three bedroom units,1361.0
2023,Peterborough,Apartment structures of three units and over,Bachelor units,877.0
2023,Peterborough,Apartment structures of three units and over,One bedroom units,1173.0
2023,Peterborough,Apartment structures of three units and over,Two bedroom units,1411.0
2023,Peterborough,Apartment structures of three units and over,Three bedroom units,1640.0
2023,Peterborough,Apartment structures of six units and over,Bachelor units,878.0
2023,Peterborough,Apartment structures of six units and over,One bedroom units,1206.0
2023,Peterborough,Apartment structures of six units and over,Two bedroom units,1429.0
2023,Peterborough,Apartment structures of six units and over,Three bedroom units,1658.0
2023,Port Hope,Row and apartment structures of three units and over,One bedroom units,1548.0
2023,Port Hope,Row and apartment structures of three units and over,Two bedroom units,1570.0
2023,Port Hope,Row and apartment structures of three units and over,Three bedroom units,1851.0
2023,Port Hope,Apartment structures of three units and over,One bedroom units,1548.0
2023,Port Hope,Apartment structures of three units and over,Two bedroom units,1570.0
2023,Port Hope,Apartment structures of three units and over,Three bedroom units,1851.0
2023,Port Hope,Apartment structures of six units and over,One bedroom units,1548.0
2023,Port Hope,Apartment structures of six units and over,Two bedroom units,1570.0
2023,Port Hope,Apartment structures of six units and over,Three bedroom units,1851.0
2023,Prince Edward,Row and apartment structures of three units and over,One bedroom units,1106.0
2023,Prince Edward,Row and apartment structures of three units and over,Two bedroom units,1130.0
2023,Prince Edward,Apartment structures of three units and over,One bedroom units,1085.0
2023,Prince Edward,Apartment structures of three units and over,Two bedroom units,1092.0
2023,Prince Edward,Apartment structures of six units and over,One bedroom units,1110.0
2023,Prince Edward,Apartment structures of six units and over,Two bedroom units,1108.0
2023,St. Catharines-Niagara,Row and apartment structures of three units and over,Bachelor units,951.0
2023,St. Catharines-Niagara,Row and apartment structures of three units and over,One bedroom units,1224.0
2023,St. Catharines-Niagara,Row and apartment structures of three units and over,Two bedroom units,1389.0
2023,St. Catharines-Niagara,Row and apartment structures of three units and over,Three bedroom units,1419.0
2023,St. Catharines-Niagara,Row structures of three units and over,Three bedroom units,1293.0
2023,St. Catharines-Niagara,Apartment structures of three units and over,Bachelor units,951.0
2023,St. Catharines-Niagara,Apartment structures of three units and over,One bedroom units,1225.0
2023,St. Catharines-Niagara,Apartment structures of three units and over,Two bedroom units,1388.0
2023,St. Catharines-Niagara,Apartment structures of three units and over,Three bedroom units,1479.0
2023,St. Catharines-Niagara,Apartment structures of six units and over,Bachelor units,1012.0
2023,St. Catharines-Niagara,Apartment structures of six units and over,One bedroom units,1276.0
2023,St. Catharines-Niagara,Apartment structures of six units and over,Two bedroom units,1428.0
2023,St. Catharines-Niagara,Apartment structures of six units and over,Three bedroom units,1682.0
2023,Sarnia,Row and apartment structures of three units and over,Bachelor units,967.0
2023,Sarnia,Row and apartment structures of three units and over,One bedroom units,1105.0
2023,Sarnia,Row and apartment structures of three units and over,Two bedroom units,1293.0
2023,Sarnia,Row and apartment structures of three units and over,Three bedroom units,1503.0
2023,Sarnia,Row structures of three units and over,One bedroom units,1439.0
2023,Sarnia,Row structures of three units and over,Two bedroom units,1262.0
2023,Sarnia,Row structures of three units and over,Three bedroom units,1463.0
2023,Sarnia,Apartment structures of three units and over,Bachelor units,967.0
2023,Sarnia,Apartment structures of three units and over,One bedroom units,1099.0
2023,Sarnia,Apartment structures of three units and over,Two bedroom units,1298.0
2023,Sarnia,Apartment structures of three units and over,Three bedroom units,1582.0
2023,Sarnia,Apartment structures of six units and over,Bachelor units,1020.0
2023,Sarnia,Apartment structures of six units and over,One bedroom units,1122.0
2023,Sarnia,Apartment structures of six units and over,Two bedroom units,1319.0
2023,Sarnia,Apartment structures of six units and over,Three bedroom units,1648.0
2023,Saugeen Shores,Row and apartment structures of three units and over,One bedroom units,975.0
2023,Saugeen Shores,Row and apartment structures of three units and over,Two bedroom units,1575.0
2023,Saugeen Shores,Row and apartment structures of three units and over,Three bedroom units,1491.0
2023,Saugeen Shores,Apartment structures of three units and over,One bedroom units,975.0
2023,Saugeen Shores,Apartment structures of three units and over,Two bedroom units,1541.0
2023,Saugeen Shores,Apartment structures of three units and over,Three bedroom units,1491.0
2023,Saugeen Shores,Apartment structures of six units and over,One bedroom units,975.0
2023,Saugeen Shores,Apartment structures of six units and over,Two bedroom units,1485.0
2023,Saugeen Shores,Apartment structures of six units and over,Three bedroom units,1491.0
2023,Sault Ste. Marie,Row and apartment structures of three units and over,Bachelor units,695.0
2023,Sault Ste. Marie,Row and apartment structures of three units and over,One bedroom units,956.0
2023,Sault Ste. Marie,Row and apartment structures of three units and over,Two bedroom units,1187.0
2023,Sault Ste. Marie,Row and apartment structures of three units and over,Three bedroom units,1161.0
2023,Sault Ste. Marie,Row structures of three units and over,Two bedroom units,1819.0
2023,Sault Ste. Marie,Row structures of three units and over,Three bedroom units,1339.0
2023,Sault Ste. Marie,Apartment structures of three units and over,Bachelor units,695.0
2023,Sault Ste. Marie,Apartment structures of three units and over,One bedroom units,956.0
2023,Sault Ste. Marie,Apartment structures of three units and over,Two bedroom units,1149.0
2023,Sault Ste. Marie,Apartment structures of three units and over,Three bedroom units,1037.0
2023,Sault Ste. Marie,Apartment structures of six units and over,Bachelor units,766.0
2023,Sault Ste. Marie,Apartment structures of six units and over,One bedroom units,1028.0
2023,Sault Ste. Marie,Apartment structures of six units and over,Two bedroom units,1184.0
2023,Sault Ste. Marie,Apartment structures of six units and over,Three bedroom units,1143.0
2023,Scugog,Row and apartment structures of three units and over,One bedroom units,1129.0
2023,Scugog,Row and apartment structures of three units and over,Two bedroom units,1244.0
2023,Scugog,Apartment structures of three units and over,One bedroom units,1129.0
2023,Scugog,Apartment structures of three units and over,Two bedroom units,1244.0
2023,Stratford,Row and apartment structures of three units and over,Bachelor units,1031.0
2023,Stratford,Row and apartment structures of three units and over,One bedroom units,1442.0
2023,Stratford,Row and apartment structures of three units and over,Two bedroom units,1563.0
2023,Stratford,Row and apartment structures of three units and over,Three bedroom units,1573.0
2023,Stratford,Apartment structures of three units and over,Bachelor units,1031.0
2023,Stratford,Apartment structures of three units and over,One bedroom units,1445.0
2023,Stratford,Apartment structures of three units and over,Two bedroom units,1566.0
2023,Stratford,Apartment structures of three units and over,Three bedroom units,1573.0
2023,Stratford,Apartment structures of six units and over,Bachelor units,1035.0
2023,Stratford,Apartment structures of six units and over,One bedroom units,1471.0
2023,Stratford,Apartment structures of six units and over,Two bedroom units,1561.0
2023,Stratford,Apartment structures of six units and over,Three bedroom units,1550.0
2023,Thunder Bay,Row and apartment structures of three units and over,Bachelor units,823.0
2023,Thunder Bay,Row and apartment structures of three units and over,One bedroom units,1054.0
2023,Thunder Bay,Row and apartment structures of three units and over,Two bedroom units,1322.0
2023,Thunder Bay,Row and apartment structures of three units and over,Three bedroom units,1511.0
2023,Thunder Bay,Row structures of three units and over,Two bedroom units,1406.0
2023,Thunder Bay,Row structures of three units and over,Three bedroom units,1421.0
2023,Thunder Bay,Apartment structures of three units and over,Bachelor units,823.0
2023,Thunder Bay,Apartment structures of three units and over,One bedroom units,1054.0
2023,Thunder Bay,Apartment structures of three units and over,Two bedroom units,1320.0
2023,Thunder Bay,Apartment structures of three units and over,Three bedroom units,1678.0
2023,Thunder Bay,Apartment structures of six units and over,Bachelor units,848.0
2023,Thunder Bay,Apartment structures of six units and over,One bedroom units,1086.0
2023,Thunder Bay,Apartment structures of six units and over,Two bedroom units,1352.0
2023,Thunder Bay,Apartment structures of six units and over,Three bedroom units,1738.0
2023,Tillsonburg,Row and apartment structures of three units and over,Bachelor units,897.0
2023,Tillsonburg,Row and apartment structures of three units and over,One bedroom units,986.0
2023,Tillsonburg,Row and apartment structures of three units and over,Two bedroom units,1088.0
2023,Tillsonburg,Apartment structures of three units and over,Bachelor units,897.0
2023,Tillsonburg,Apartment structures of three units and over,One bedroom units,986.0
2023,Tillsonburg,Apartment structures of three units and over,Two bedroom units,1088.0
2023,Tillsonburg,Apartment structures of six units and over,Bachelor units,984.0
2023,Tillsonburg,Apartment structures of six units and over,One bedroom units,1027.0
2023,Tillsonburg,Apartment structures of six units and over,Two bedroom units,1091.0
2023,Timmins,Row and apartment structures of three units and over,Bachelor units,828.0
2023,Timmins,Row and apartment structures of three units and over,One bedroom units,1035.0
2023,Timmins,Row and apartment structures of three units and over,Two bedroom units,1228.0
2023,Timmins,Row and apartment structures of three units and over,Three bedroom units,1324.0
2023,Timmins,Row structures of three units and over,Two bedroom units,1095.0
2023,Timmins,Apartment structures of three units and over,Bachelor units,828.0
2023,Timmins,Apartment structures of three units and over,One bedroom units,1039.0
2023,Timmins,Apartment structures of three units and over,Two bedroom units,1243.0
2023,Timmins,Apartment structures of three units and over,Three bedroom units,1194.0
2023,Timmins,Apartment structures of six units and over,Bachelor units,966.0
2023,Timmins,Apartment structures of six units and over,One bedroom units,1162.0
2023,Timmins,Apartment structures of six units and over,Two bedroom units,1300.0
2023,Timmins,Apartment structures of six units and over,Three bedroom units,1230.0
2023,Toronto,Row and apartment structures of three units and over,Bachelor units,1414.0
2023,Toronto,Row and apartment structures of three units and over,One bedroom units,1691.0
2023,Toronto,Row and apartment structures of three units and over,Two bedroom units,1958.0
2023,Toronto,Row and apartment structures of three units and over,Three bedroom units,2168.0
2023,Toronto,Row structures of three units and over,One bedroom units,1885.0
2023,Toronto,Row structures of three units and over,Two bedroom units,1722.0
2023,Toronto,Row structures of three units and over,Three bedroom units,2061.0
2023,Toronto,Apartment structures of three units and over,Bachelor units,1414.0
2023,Toronto,Apartment structures of three units and over,One bedroom units,1691.0
2023,Toronto,Apartment structures of three units and over,Two bedroom units,1961.0
2023,Toronto,Apartment structures of three units and over,Three bedroom units,2191.0
2023,Toronto,Apartment structures of six units and over,Bachelor units,1415.0
2023,Toronto,Apartment structures of six units and over,One bedroom units,1691.0
2023,Toronto,Apartment structures of six units and over,Two bedroom units,1971.0
2023,Toronto,Apartment structures of six units and over,Three bedroom units,2203.0
2023,West Nipissing,Row and apartment structures of three units and over,Bachelor units,631.0
2023,West Nipissing,Row and apartment structures of three units and over,One bedroom units,770.0
2023,West Nipissing,Row and apartment structures of three units and over,Two bedroom units,958.0
2023,West Nipissing,Apartment structures of three units and over,Bachelor units,631.0
2023,West Nipissing,Apartment structures of three units and over,One bedroom units,770.0
2023,West Nipissing,Apartment structures of three units and over,Two bedroom units,902.0
2023,West Nipissing,Apartment structures of six units and over,One bedroom units,724.0
2023,West Nipissing,Apartment structures of six units and over,Two bedroom units,849.0
2023,Windsor,Row and apartment structures of three units and over,Bachelor units,856.0
2023,Windsor,Row and apartment structures of three units and over,One bedroom units,1055.0
2023,Windsor,Row and apartment structures of three units and over,Two bedroom units,1246.0
2023,Windsor,Row and apartment structures of three units and over,Three bedroom units,1334.0
2023,Windsor,Row structures of three units and over,Two bedroom units,1080.0
2023,Windsor,Row structures of three units and over,Three bedroom units,1327.0
2023,Windsor,Apartment structures of three units and over,Bachelor units,856.0
2023,Windsor,Apartment structures of three units and over,One bedroom units,1055.0
2023,Windsor,Apartment structures of three units and over,Two bedroom units,1253.0
2023,Windsor,Apartment structures of three units and over,Three bedroom units,1341.0
2023,Windsor,Apartment structures of six units and over,Bachelor units,872.0
2023,Windsor,Apartment structures of six units and over,One bedroom units,1068.0
2023,Windsor,Apartment structures of six units and over,Two bedroom units,1285.0
2023,Windsor,Apartment structures of six units and over,Three bedroom units,1392.0
2023,Woodstock,Row and apartment structures of three units and over,One bedroom units,1249.0
2023,Woodstock,Row and apartment structures of three units and over,Two bedroom units,1446.0
2023,Woodstock,Row and apartment structures of three units and over,Three bedroom units,1644.0
2023,Woodstock,Row structures of three units and over,Two bedroom units,1042.0
2023,Woodstock,Row structures of three units and over,Three bedroom units,1352.0
2023,Woodstock,Apartment structures of three units and over,One bedroom units,1249.0
2023,Woodstock,Apartment structures of three units and over,Two bedroom units,1490.0
2023,Woodstock,Apartment structures of three units and over,Three bedroom units,1989.0
2023,Woodstock,Apartment structures of six units and over,One bedroom units,1328.0
2023,Woodstock,Apartment structures of six units and over,Two bedroom units,1534.0
2023,Woodstock,Apartment structures of six units and over,Three bedroom units,1989.0
2024,Ottawa-Gatineau,Row and apartment structures of three units and over,Bachelor units,983.0
2024,Ottawa-Gatineau,Row and apartment structures of three units and over,One bedroom units,1284.0
2024,Ottawa-Gatineau,Row and apartment structures of three units and over,Two bedroom units,1350.0
2024,Ottawa-Gatineau,Row and apartment structures of three units and over,Three bedroom units,1332.0
2024,Ottawa-Gatineau,Row structures of three units and over,Two bedroom units,900.0
2024,Ottawa-Gatineau,Row structures of three units and over,Three bedroom units,1022.0
